Id,Title,Body
269,An adaboost function,"<p>I am trying to implement adaboost with trees according to the algorithm of AdaBoost.M1 like the following<img src=""http://i.stack.imgur.com/LvKol.jpg"" alt=""enter image description here""></p>

<p>The training and testing data is generated in this way:</p>

<pre><code>p &lt;- 10
N.train &lt;- 2000
X.train &lt;- matrix(rnorm(p*N.train),nrow=N.train)
y.train &lt;- ifelse(apply(X.train^2,1,sum)&gt;qchisq(0.5,p),-1,1)
train &lt;- data.frame(y=y.train,X=X.train)
N.test &lt;- 10000 
X.test &lt;- matrix(rnorm(p*N.test),nrow=N.test)
y.test &lt;- ifelse(apply(X.test^2,1,sum)&gt;qchisq(0.5,p),-1,1)
test &lt;- data.frame(y=y.test,X=X.test)
plot(X.train[,1],X.train[,2],col=y.train+2)
</code></pre>

<p>And My function looks like:</p>

<pre><code>errorCalculation &lt;- function(fit_data, original_data) {
    cor = 0
    err = 0
    for(i in 1:length(fit_data)) {
        if (fit_data[i] == original_data[i]) {
            cor = cor + 1
        }
        else {
            err = err + 1
        }   
    }
    error = err/(err + cor) 
    return (error)
}



adaboost_m &lt;- function(train_x,train_y,test_x,test_y,M){
    N=length(train_y)
    wi=rep(1/N,N)
    model.control &lt;- rpart.control(minsplit =5, xval=10, cp=0)

    err_m &lt;- c(1:M)
    err_train &lt;- c(1:M)
    err_test &lt;- c(1:M)

    err_out_test &lt;- c(1:M)
    err_out_train &lt;- c(1:M)

    names(train_y) &lt;- c(""train_y"")
    train_x &lt;- data.frame(train_x)
    test_x &lt;- data.frame(test_x)        
    alpha &lt;- rep(1:M)
    y_out_test &lt;- rep(0,N)
    y_out_train &lt;- rep(0,N)
    for (i in 1:M){
        for (d in 1:N){
            train_x[d,] &lt;- train_x[d,]*wi[d]
        }

        dat1 &lt;- cbind(train_x,train_y)
        dat1 &lt;- data.frame(dat1)
        gm &lt;- rpart(train_y~., data= dat1, method=""class"", control=model.control)
        pred_train &lt;- predict(gm,train_x, type=""class"")
        pred_train &lt;- as.numeric(as.vector(pred_train))
        sigma_wI=0
        sigma_w=0
        for (b in 1:N) {
            pred_y = pred_train[b]
            train_y1 = train_y[b]
            if (pred_y==train_y1){
            I_i=0   
            }
            else{I_i=1}
            sigma_wI=sigma_wI+wi[b]*I_i
            sigma_w=sigma_w+wi[b]
        }
        err = sigma_wI/sigma_w
        err_m[i]=err
        alpha_m=log((1-err)/err)
        for (h in 1:N) {
            pred_y1 = pred_train[h]
            train_y11 = train_y[h]
            if (pred_y1==train_y11){
            I_j=0   
            }
            else{I_j=1}
            wi[h]= wi[h]*exp(alpha_m*I_j)
        }

        pred_output &lt;- predict(gm, test_x, type =""class"")
        pred_output &lt;- as.numeric(as.vector(pred_output))
        y_out_test &lt;- sign (y_out_test+alpha_m*pred_output)

        pred_train &lt;- predict (gm, train_x, type=""class"")
        pred_train &lt;- as.numeric(as.vector(pred_train))     
        y_out_train &lt;- sign (y_out_train+alpha_m*pred_train)


        err_m &lt;- errorCalculation(y_out_test, test_y)
        err_test &lt;- errorCalculation(y_out_test, test_y)
        err_train &lt;- errorCalculation(y_out_train, train_y)

#       err_output[i] &lt;- err_m
        err_out_test[i] &lt;- err_m
        err_out_train[i] &lt;- err_train
    }
#   return (err_out_test)
    return(list(err_out_test,err_out_train))
}
</code></pre>

<p>Now I face a problem:
The test error calculated by this function is about 50% and showing no trend of decreasing while the boost iterations increase.
Does anyone knows how to solve this?</p>
"
270,Reverse Bivariate Interpolation,"<p>I am given a table, indexed on 2 dimensions (x,y), with values(not necessarily ordered, though I think it isn't a horrendously unsafe assumption) z given, such that f(x, y) = z</p>

<p>So given an x and y, I interpolate to find a z value. Now given an x value(or y I suppose, not really important) and a z value, I need to find that y value that corresponds to the data. Is it possible to do this without the knowledge of an ordering in the z values of the table? If there is an ordering to the z values of the table is it possible? In my head, given ordering, it should be possible to find a unique solution, but I don't know how I can do it if I am not given ordering.</p>
"
271,Prolog parse postfix math expressions,"<p>I solved this my self. I'll post the solution when were past due date for my homework. </p>

<p>Okay, I'm going to build a parser or an evaluator. The de facto standard when parsing with prefix notation is to just use a stack. Add to the stack if input is a number, if it is an operator you can pop twice apply operator and put the result back on the stack. </p>

<p>The stack here would be a list, so I need to know how I can apply the operators. The input would be a string. ""(11+2*)"" This would 1+1=2*2=4. First it would read 1, and 1 to the stack. Read another 1 and add it to the stack. Now it reads ""+"", so it removes(pop) twice from the stack and apply + and puts the result back. Read 2, put 2 on the stack. Read *, pop twice and apply *. </p>

<p>Hope this makes sense. How would the predicate look like? I need one variable for the input string, one to maintain the stack, and one for the result? Three? </p>

<p>I'm especially wondering about push and pop on the stack as well as removing as I go from the input string. </p>
"
272,R finding duplicates in one column and collapsing in a second column,"<p>I have a data frame with two columns contacting character strings. in one column (named <code>probes</code>)  I have duplicated cases (that is, several cases with the same character string).  for each case in probes I want to find all the cases containing the same string, and then merge the values of all the corresponding cases in the second column (named <code>genes</code>) into a single case.
for example, if I have this structure:</p>

<pre><code>    probes  genes
1   cg00050873  TSPY4
2   cg00061679  DAZ1
3   cg00061679  DAZ4
4   cg00061679  DAZ4
</code></pre>

<p>I want to change it to this structure:</p>

<pre><code>    probes  genes
1   cg00050873  TSPY4
2   cg00061679  DAZ1 DAZ4 DAZ4
</code></pre>

<p>obviously there is no problem doing this for a single probe using which, and then paste and collapse</p>

<pre><code>ind&lt;-which(olap$probes==""cg00061679"")
genename&lt;-(olap[ind,2])
genecomb&lt;-paste(genename[1:length(genename)], collapse="" "")
</code></pre>

<p>but I'm not sure how to extract the indices of the duplicates in probes column across the whole data frame. any ideas?</p>

<p>Thanks in advance</p>
"
273,inverse of a cdf,"<p>I would like to compute the inverse cumulative density function (inverse cdf) of a given pdf. The pdf is directly given as a histogram, ie., a vector of N equally spaced components.</p>

<p>My current approach is to do :</p>

<pre><code>cdf = cumsum(pdf);
K = 3;   %// some upsampling factor
maxVal = 1;   %// just for my own usage - a scaling factor
M = length(cdf);
N = M*K;   %// increase resolution for higher accuracy
y = zeros(N, 1);
cursor = 2;
for i=1:N
   desiredF = (i-1)/(N-1)*maxVal;
   while (cursor&lt;M &amp;&amp; cdf(cursor)&lt;desiredF)
    cursor = cursor+1;
   end;    

   if (cdf(cursor)==cdf(cursor-1))
       y(i) = cursor-1;
   else        
       alpha = min(1, max(0,(desiredF - cdf(cursor-1))/(cdf(cursor)-cdf(cursor-1))));
       y(i) = ((cursor-1)*(1-alpha) + alpha*cursor )/maxVal;
   end;

end;

y = resample(y, 1, K, 0);
</code></pre>

<p>which means that I upsample with linear interpolation, inverse and downsample my histogram. This is rather an ugly code, is not very robust (if I change the upsampling factor, I can get really different results), and is uselessly slow... could anyone suggest a better approach ?</p>

<p>Note : the generalized inverse I am trying to compute (in the case the cdf is not invertible) is :   </p>

<pre><code>F^{-1}(t) = \inf{x \in R ; F(x)&gt;t }   
</code></pre>

<p>with F the cumulative density function</p>

<p>[EDIT : actually, K = 1 (ie., no upsampling) seems to give more accurate results...]</p>

<p>Thanks!</p>
"
274,Typing Mathematic Charachters on a web page,"<p>I found this interesting site, that helps me understand derivatives, <a href=""http://www.numberempire.com/derivatives.php"" rel=""nofollow"">http://www.numberempire.com/derivatives.php</a> , It seems it is writen in php, and I am wondering , how is it possible to print mathematic characters on a web page?</p>
"
275,2d outline algorithm for projected 3d mesh,"<p>Given: A 3d mesh defined with a set of vertices and triangles building up the mesh with these points.</p>

<p>Problem: Find the 2d outline of the projected arbitrarily rotated mesh on an arbitrary plane.</p>

<p>The projection is easy. The challenge lies in finding the ""hull"" of the projected triangle edges in the plane. I need some help with input/pointers on researching this algorithm. For simplicity, we can assume the 3d edges are projected straight down onto the xy plane.</p>

<p>Cheers</p>

<p>Edit: Added some pics for illustration</p>

<p>First image displays the projected edges in green with the convex hull in blue. The red lines in the second picture are the edges I'm hunting for :)</p>

<p><img src=""http://img14.imageshack.us/img14/2434/linear.gif"" alt=""alt text"" />
<img src=""http://img14.imageshack.us/img14/7647/linearred.gif"" alt=""alt text"" /></p>
"
276,weka in android?,"<p>i need to run a program that classifies certain dataset values. on the computer i am using weka to classify the same and provide it to me but i need to implement the same on android. eclipse shuts down when i run the program(weka) by giving an error such as PermGen heap space. i read several forums and found the option of changing the value in the <code>--launcher.XXMaxPermSize</code> in the eclipse.ini file but i have not found any success. i just need to use the j48 classifier from weka, is there anything else existing that would do the work for me? or is there a workaround to fix the PermGen error in eclipse?</p>

<p>please guide.</p>
"
277,why as.numeric function in R doesn't work properly?,"<p>I have these two characters and the ""as.numeric"" function doesn't work same for them. Can anyone help me why this is happening?</p>

<blockquote>
  <p>options(digits=22)</p>
  
  <p>a=""27""</p>
  
  <p>as.numeric(a)</p>
</blockquote>

<p>[1] 27.00000000000000000000</p>

<blockquote>
  <p>a=""193381411288395777""</p>
  
  <p>as.numeric(a)</p>
</blockquote>

<p>[1] 193381411288395776.0000</p>

<p>It can be seen that in the second case the last digit is not ""7"" and it is ""6"". Basically the ""as.numeric"" function decreases 1 unit from the number in the second case.</p>

<p>Any help is appreciated.</p>
"
278,plotting email flow in map using R,"<p>I want to plot email from and to in world. For example, I received the following number of emails from the following countries and I live in USA.</p>

<pre><code>recievedcountry &lt;- c(""India"", ""China"", ""France"", ""Chile"", ""Australia"", ""Chad"",
                    ""Nepal"", ""Burma"")
rfrequency &lt;- c(12, 20, 5, 2, 12, 1, 3, 2) # frequency of emails 
sendcountry &lt;- c(""Canda"", ""USA"", ""France"", ""India"", ""China"", ""Japan"")
sfrequency &lt;- c(14, 108, 12, 15, 18, 4)
</code></pre>

<p>This what I tried but I do not know how to conect with lines: </p>

<pre><code>require(fields)
world(xlim=c(-90,90),ylim=c(-180,180), xaxt = ""s"", yaxt = ""s"")
grid()
</code></pre>

<p>The following is my hypothesize model:</p>

<p><img src=""http://i.stack.imgur.com/e9HlN.jpg"" alt=""enter image description here""></p>
"
279,Normalize amplitude and phase with c#,"<p>I'm in the situation where i need to do some math related stuff in c# and for that i need some external libarys. The tool i look for should do the following actions:</p>

<ul>
<li>Process sound(wave/mp3):
<ul>
<li>Normalize the amplitude</li>
<li>Normalize the phase</li>
</ul></li>
</ul>

<p>Any idea which way to go? And is there a big difference if I should to it on mp3 instead of wav</p>

<p>Michael.</p>
"
280,Get coordinates of line-surrounding box,"<p>I've been working in JavaScript to code a line drawing system. I'd like the lines drawn to be selectable, so I've been attempting to implement line-highlighting. As you can see in the image below, I have a line (in black) with known coordinates and an equation in slope-intercept (y=mx+b). How can I calculate the corners' (circled in green) coordinates, knowing the box's radius?</p>

<p><img src=""http://i.stack.imgur.com/aVI2p.png"" alt=""line box example""></p>
"
281,learning maths for statistics,"<p>Apologies if I have posted this in the wrong place first off. </p>

<p>My work has taken me into a unexpectantly large amount of statistics. In order to really understand what I am doing I need to understand these statistical approaches. However it seems almost impossible to do that unless you speak math (I don't as I'm sure you can tell). </p>

<p>So my question is are there any free online resources for learning/ getting familiar with terminology, symbols, concepts commonly used in maths/statistics that are aimed at people with basic math skills (basic algebra is okay, can barely remember how to differentiate).</p>

<p>Thanks in advance,
Cheers,
Davy</p>

<p>Edit to say:<br>
I should mention that I am somewhat (not very) familiar with basic concepts like variance, hypothesis testing, and regression, but only on a practical level. I want understand these on the mathematical level on which they were built. Method development is something I am interested in, but I'll never be able to do, If I don't start learning more mathematics. MY problem thus far seem that every book on statistics assume you don't want to see any maths at all, or your totally familiar with giant equations, which are therefore, not explained well to someone who has no idea what (probably) commonplace symbols mean. I guess what I am really looking for is an induction to the domain specific language of maths, with a view towards stats.</p>
"
282,data() command in RStudio,"<p>I have just realized that the  <code>data()</code> command does not work in RStudio.
It normally gives you a list of all datasets that are available to you (depending on which packages you are using).</p>

<p>Does anyone know of a workaround?</p>

<p>A very bad workaround it this:</p>

<pre><code>x &lt;- edit(data())
</code></pre>

<p>at least it does give you the list after several path and other listings.</p>
"
283,Sourcing a file,"<p>How can I source a file in the R console? Every time I try <code>(File, Source File, Select file)</code> it comes back with the error message: </p>

<pre><code>Error in source(""/Users/valbruno11/Desktop/MarkMatrix.txt"") : 
  /Users/valbruno11/Desktop/MarkMatrix.txt:2:3: unexpected symbol
1: 
2: R version
 ^
</code></pre>

<p>Any advice would be appreciated.</p>
"
